locode,name,country_code,function,lat,lon,status
NOSKI,SkjerkÃ¸ya,NO,1-------,59.0,9.75,AA
NOSKY,SkjervÃ¸y,NO,1-------,70.0333,20.9667,AA
NOSLN,Skjolden,NO,1-3-----,61.4833,7.5833,RL
NOSKO,Skodje,NO,1-------,,,AI
NOSKX,Skogn,NO,123-----,63.7,11.15,AA
NOSGT,Skorgeneset,NO,1-------,62.5667,7.1167,RQ
NOSRK,Skrolsvik,NO,1-------,69.0667,16.8167,AA
NOSRO,Skrova,NO,1-3-----,68.1667,14.6667,RQ
NOSKU,Skudeneshavn,NO,1-3-----,59.1333,5.2667,AA
NOSLG,Slagentangen,NO,1-3-----,59.3167,10.5,AA
NOSLM,Slemmestad,NO,1-3-----,59.7667,10.4833,AA
NOSLV,SlÃ¸vÃ¥g,NO,1----6--,60.85,5.0667,AA
NOSMO,SmÃ¸la,NO,1-------,63.45,8.0,AA
NOROY,SnarÃ¸ya,NO,12---6--,59.8833,10.6167,RL
NOSNF,Snefjord,NO,1-------,70.8,24.5667,AA
NOSNV,Snekkevik,NO,1-------,58.8667,9.3,AA
NOSNI,Snillfjord,NO,1-------,,,AI
NOSOG,Sogndal,NO,1--4----,61.2167,7.1,AA
NOSNE,SÃ¸gne,NO,1-------,58.0833,7.8167,AI
NOSOK,Sokndal,NO,1-------,,,AI
NOSLD,Solund,NO,1-------,61.0667,4.8333,AA
NOSMN,SÃ¸mna,NO,1-------,,,AI
NOSOR,SÃ¸rarnoy,NO,1-------,67.1333,13.9833,AA
NOSOF,SÃ¸rfold,NO,1-------,,,AI
NOSOJ,SÃ¸rkjosen,NO,1-34----,69.8,20.9333,RL
NOSRA,SÃ¸rreisa,NO,1-------,69.1333,18.1167,AA
NOSLX,Sortland,NO,1-3-----,68.7,15.4167,AA
NOSVR,SÃ¸rvÃ¦r,NO,1-3-----,70.6333,21.9833,RL
NOSRX,Sotra,NO,1-3-----,,,AF
NOSOV,SÃ¶vik,NO,1-3-----,62.4333,6.75,RL
NODER,Sperrebotn,NO,1-3-----,59.45,10.8,AA
NOSPV,Spjelkavik,NO,1-3-----,62.45,6.3333,AA
NOSDT,Stadlandet,NO,1-------,62.1333,5.3167,AA
NOSAK,Stakkvik,NO,1-------,69.95,19.6667,AA
NOSUZ,Stamsund,NO,1-3-----,68.1167,13.8333,AA
NOSNL,Standal,NO,1-------,62.2667,6.4333,AA
NOSHT,Stanghelle,NO,1-------,60.55,5.7333,AA
NOSTA,Stathelle,NO,1-3-----,59.0333,9.7,AA
NOSVG,Stavanger,NO,1234----,58.9667,5.75,AI
NOSTV,Stavern,NO,1-3-----,58.9833,10.0333,AA
NOSVT,Stavneset - Rissa,NO,1-------,63.7,9.95,AA
NOSTG,Steigen,NO,1-------,,,AI
NOSNS,SteinesjÃ¸en,NO,1-------,68.6,14.45,RQ
NOSTE,Steinkjer,NO,123-----,64.0167,11.4833,AF
NOSTH,Steinshamn,NO,1-3-----,62.7833,6.4833,RL
NOSTI,Steinvig,NO,1-------,58.9667,6.0,AA
NOSTY,StjernÃ¸ya,NO,1-------,70.3,22.7167,RL
NOSTJ,StjÃ¸rdal,NO,1234----,63.4667,10.8833,AA
NOSTX,StÃ¸,NO,1-------,69.0167,15.1333,AA
NOSTK,Stokke,NO,1-------,,,AI
NOSKK,Stokksund,NO,1-3-----,64.0333,10.05,AA
NOSTO,StokkvÃ¥gen,NO,1-------,66.3333,13.0,AA
NOSKN,Stokmarknes,NO,1-34----,68.5667,14.9,AA
NOSRP,Stord,NO,1--4----,59.75,5.4833,AA
NOSBA,Stord base,NO,1-------,59.75,5.4833,AA
NOSDZ,Stordal,NO,1-3-----,62.3667,6.9833,AA
NOSTB,StorebÃ¸,NO,1-------,60.1,5.2167,AA
NOSRS,Storesund,NO,1-------,59.4167,5.2667,AA
NOSTF,Storfjord,NO,1-------,,,AI
NOSOY,StorÃ¸ya,NO,1-------,59.4167,5.2333,RQ
NOSTD,Strand,NO,1-------,,,AI
NOSRN,Stranda,NO,1-3-----,62.3,6.9333,AA
NOSTZ,Stranda - FrÃ¸ya,NO,1-------,63.8,8.6833,AA
NOUME,Straume,NO,1-------,60.3167,5.2833,AA
NOSGJ,Straumsgjerde,NO,1-3-----,62.3333,6.5833,AA
NOSSO,StraumsjÃ¸en,NO,1-------,68.7,14.4667,AA
NOSRM,Straumsnes,NO,1-3-----,68.65,14.6333,RL
NOSTR,Stryn,NO,1-3-----,61.8833,6.7,AA
NOSTU,Stura,NO,1-------,60.6167,4.8667,AA
NOSUA,Sula,NO,1-------,,,AI
NOSUL,Suldal,NO,1-------,,,AI
NOSND,Sund,NO,1-------,,,AI
NOUND,Sund - KarmÃ¸y,NO,1-------,59.3,5.2333,AA
NOSIS,Sunde,NO,1-3-----,59.8333,5.7167,RL
NOSUN,SunndalsÃ¸ra,NO,1-3-----,62.6667,8.55,AF
NOSUR,Surnadal,NO,1-3-----,62.9833,8.6333,AA
NOSUS,Susort,NO,1-------,59.2833,5.4667,RQ
NOSVB,Svartebukt,NO,1-------,59.0167,9.8333,AA
NOSVO,Sveio,NO,1-------,59.55,5.35,AI
NOSVE,Svelgen,NO,1-3-----,61.7667,5.2833,AA
NOSVV,Svelvik,NO,1-3-----,59.6,10.4,AA
NOSVJ,SvolvÃ¦r,NO,1-34----,68.2167,14.55,AA
NOSOS,SvolvÃ¦r Osan,NO,1-------,68.2333,14.5333,AA
NOSYK,Sykkylven,NO,1-3-----,62.4,6.5667,AA
NOTAL,TÃ¦lavÃ¥g,NO,1-------,60.25,4.9833,AA
NOTAA,Tana,NO,1-------,,,AI
NOTAE,Tananger,NO,1-3-----,58.9167,5.5833,AA
NOTAU,Tau,NO,1-3-----,59.05,5.9,AA
NOTOY,ThorÃ¸ya,NO,1-3-----,59.1,10.2333,RQ
NOTIN,Tingvoll,NO,1-------,,,AI
NOTBO,Tjeldbergodden,NO,1-------,63.4667,9.0,AA
NOTJS,Tjeldsund,NO,1-------,,,AI
NOTJO,TjÃ¸me,NO,1-------,,,AI
NOTJR,TjÃ¸rvÃ¥g,NO,1-3-----,62.2833,5.7333,AA
NOTJL,TjÃ¸tta,NO,1-------,65.8167,12.4333,AA
NOTOF,Tofte - Hurum,NO,1-3-----,59.5333,10.5667,AA
NOTOM,Tomrefjord,NO,1-3-----,62.5833,6.9167,AA
NOTNN,Tonnes,NO,1-------,66.5167,13.0,AA
NOTON,TÃ¸nsberg,NO,123-----,59.25,10.4167,AA
NOTAV,TorangsvÃ¥g,NO,1-------,60.1167,5.1667,RQ
NOTJU,TorjulvÃ¥gen,NO,1-------,62.9833,8.25,AA
NOTOR,Torsken,NO,1-------,69.3333,17.1,AA
NOTVA,TorsvÃ¥g,NO,1-------,70.25,19.5,AA
NOTVI,Torvika,NO,1-------,62.3333,5.7333,AA
NOTOV,Tovik,NO,1-3-----,68.6833,16.9,RL
NOTRN,TrÃ¦na,NO,1-------,66.5,12.1,RQ
NOTRY,TranÃ¸y,NO,1-------,,,AI
NOTRO,TrollÃ¥sen,NO,123-----,60.0333,10.0333,RL
NONZY,Tromsdalen,NO,1-3--6--,69.65,19.0167,RL
NOTOS,TromsÃ¸,NO,1-34----,69.6667,18.9667,AI
NOTMV,Tromvik,NO,1-3-----,69.7833,18.4,RL
NOTRD,Trondheim,NO,1234----,63.4333,10.4,AA
NOTUF,Tufjorden,NO,1-------,71.0,23.9,AA
NOTUS,Tustna,NO,1-------,,,AI
NOTVE,Tvedestrand,NO,1-3-----,58.6167,8.9167,AA
NOTYF,Tysfjord,NO,1-------,,,AI
NOTYN,Tysnes,NO,1-------,,,AI
NOTSB,Tyssebotn,NO,1-------,60.6167,5.5833,AA
NOTSX,Tyssedal,NO,1-3-----,60.1167,6.55,AA
NOTYV,TysvÃ¦r,NO,1-------,,,AI
NOTYT,TytebÃ¦rvika,NO,1-------,69.6,19.9667,AA
NOULL,Ullensvang,NO,1-------,60.3167,6.65,AA
NOUBO,UlÃ¸ybukt,NO,1-------,69.85,20.7,AA
NOULE,Ulstein,NO,1-------,62.3667,5.8167,RQ
NOULS,Ulsteinvik,NO,1-3-----,62.3333,5.8333,AA
NOUVK,Ulvik,NO,1-------,60.5667,6.9167,AA
NOUSD,Uskedalen,NO,1-3-----,59.9333,5.85,AA
NOUTG,UtgÃ¥rdskilen,NO,1-------,59.0833,10.8667,AA
NOUTH,Uthaug,NO,1-3-----,63.7167,9.6,RL
NOUTN,Utne,NO,1-3-----,60.4167,6.6,RL
NOUTS,Utsira,NO,1-------,59.3,4.8833,AA
NOUTV,Utvorda,NO,1-------,64.6,10.95,AA
NOVHM,Vadheim,NO,1-------,61.2,5.8167,RL
NOVDS,VadsÃ¸,NO,1-34----,70.0667,29.7667,AF
NOVEY,VÃ¦rÃ¸y,NO,1-------,67.65,12.7,AA
NOVOH,VÃ¥gaholmen,NO,1-------,66.7167,13.2833,AA
NOVGN,VÃ¥gan,NO,1-------,,,AI
NOVGY,VÃ¥gsÃ¸y,NO,1-------,,,AI
NOVVG,VÃ¥gsvÃ¥g,NO,1-3-----,61.9333,5.05,RL
NOVAK,Vaksdal,NO,123-----,60.4667,5.7333,AA
NOVBE,Valberg,NO,1-------,58.8833,9.4167,AA
NOVAG,ValevÃ¥g,NO,1-3-----,59.7,5.4667,RL
NOVAD,Valldal,NO,1-------,62.3,7.2667,AA
NOVLS,Vallersund,NO,1-------,63.85,9.75,AA
NOVAL,VallÃ¸y,NO,1-------,59.2667,10.5,AF
NOVAE,Valsneset,NO,1-------,63.8167,9.6333,AA
NOVNN,Vannavalen,NO,1-------,70.1167,19.9667,RL
NOVAN,Vanvikan-Leksvik,NO,1-3-----,63.55,10.2333,AA
NOVAY,Vanylven,NO,1-------,,,AI
NOVAO,VardÃ¸,NO,1-34----,70.3667,31.1,AA
NOVTL,Vartdal,NO,1-3-----,62.3,6.0667,AA
NOVTS,Vats,NO,1-------,59.4833,5.7333,AA
NOVMD,VedavÃ¥gen,NO,1-3-----,59.2833,5.2333,RL
NOVEF,Vefsn,NO,1-------,,,AI
NOVEG,Vega,NO,1-------,65.65,12.0,AA
NOVEO,VengsÃ¸y,NO,1-------,69.8333,18.5833,AA
NOVER,Verdal,NO,123-----,63.7833,11.4333,AA
NOVRR,Verran,NO,1-------,,,AI
NOVST,Vestnes,NO,1-3-----,62.6333,7.0667,AA
NOVVY,VestvÃ¥gÃ¸y,NO,1-------,,,AI
NOVEV,Vevelstad,NO,1-------,,,AI
NOVIS,Vik - Sogn,NO,1-3-----,61.0833,6.5833,AA
NOIKA,Vikan,NO,1-------,67.2,14.55,AA
NOVSM,Vikan - SmÃ¸la,NO,1-3-----,63.3833,8.2,AA
NOVIL,Vikedal,NO,1-------,59.5,5.9167,AA
NOVHN,Vikholmen,NO,1-------,66.2,12.9667,AA
NOVKK,Vikkilen,NO,1-------,58.3667,8.6167,AA
NOVKN,Vikna,NO,1-------,,,AI
NOVIF,Vindafjord,NO,1-------,,,AI
NOVNS,Vingsand,NO,1-------,64.35,10.4667,AA
NOVNJ,VinjeÃ¸ra,NO,1-------,63.2,8.9833,RQ
NOVSN,Visnes - Eide,NO,1-------,62.95,7.4,AA
NOVDL,Vistdal,NO,1-------,62.7167,7.9333,RQ
NOVDA,Volda,NO,1-3-----,62.1333,6.05,AA
NOVLL,Voll,NO,1-3-----,68.2,13.6833,RL
NOSAG,Vormedal,NO,1-3-----,59.35,5.3167,RL
NOYTO,YtrÃ¸y,NO,1-------,61.0833,4.6833,AA
NPLLU,Nawalparasi,NP,1----6--,27.5333,83.6667,RQ
NRINU,Nauru Island,NR,1--45---,-0.55,166.9167,AI
NUALO,Alofi,NU,1-------,-19.05,-169.9167,RL
NUIUE,Niue Island,NU,1--45---,,,AI
NZAKA,Akaroa,NZ,1-------,-43.8,172.95,AC
NZAKL,Auckland,NZ,12345---,-36.8333,174.8,AC
NZBLU,Bluff,NZ,123-----,-46.6,168.3167,AC
NZBUW,Burnham Wharf,NZ,1-------,-41.3,174.8,AA
NZCSA,Chelsea,NZ,1-3-----,-36.8167,174.7167,AA
NZDPC,Deep Cove,NZ,1-------,-45.45,167.15,AC
NZDEV,Devonport,NZ,1-------,-36.8333,174.7833,AC
NZGIS,Gisborne,NZ,1-34----,-38.6667,178.0333,AC
NZGLE,Glenavy,NZ,1-------,-44.9167,171.1,RL
NZGMN,Greymouth,NZ,1-34----,-42.4333,171.2,AC
NZKBZ,Kaikoura,NZ,1-34----,-42.4167,173.7,AC
NZKAU,Kauri Point,NZ,1-3-----,-36.8167,174.6833,AA
NZLYT,Lyttelton,NZ,1-3-----,-43.6,172.7167,AC
NZMAP,Marsden Point,NZ,1-3-----,-35.8333,174.5,AC
NZMAB,Matiatia Bay,NZ,1-------,-36.7667,174.9667,AA
NZMFN,Milford Sound,NZ,1-3-----,-44.6667,167.9167,RL
NZNPE,Napier,NZ,1--4----,-39.4667,176.9,AC
NZNSN,Nelson,NZ,1-34----,-41.25,173.2667,AC
NZNPL,New Plymouth,NZ,1-34----,-39.05,174.0167,AC
NZONE,Onehunga (Manukau Harbour),NZ,1-------,-37.0,174.6667,AC
NZOPX,Opua,NZ,1-------,-35.3167,174.1167,AC
NZORR,Otago Harbour,NZ,1-------,-45.8,170.6167,AC
NZOTT,Otematata,NZ,1----6--,-44.6167,170.2667,RL
NZPCN,Picton,NZ,1--4----,-41.2833,174.0,AC
NZPOE,Port Chalmers,NZ,1-------,-45.8167,170.6,AC
NZPON,Port Nelson,NZ,1----6--,-41.2667,173.2667,RQ
NZPOR,Portland,NZ,1-3-----,-35.8,174.3167,AM
NZRAV,Ravensbourne,NZ,123-----,-45.8667,170.55,RL
NZOLT,Rolleston,NZ,1----6--,-43.5833,172.3833,RL
NZRUS,Russel,NZ,1-3-----,-35.2667,174.1167,RL
NZSEA,Seaview,NZ,123--6--,-39.4667,176.9167,RL
NZSHB,Shelly Bay,NZ,1-3-----,-41.2833,174.8167,AA
NZTHH,Taharoa,NZ,1-34----,-38.15,174.7333,AC
NZTAK,Takapuna,NZ,1-3--6--,-36.7833,174.7667,RL
NZHMB,Tamaki,NZ,1-------,-36.8833,174.9,AA
NZTKH,Tarakohe,NZ,1-------,-40.8333,172.8833,AC
NZTRG,Tauranga,NZ,1234----,-37.6833,176.1667,AI
NZTIU,Timaru,NZ,1234----,-44.3833,171.25,AC
NZTWI,Tiwai Point-Bluff Port,NZ,1-3-----,-46.5833,168.35,RL
NZTRY,Tryphena,NZ,1-------,-36.3,175.4833,AA
NZWKE,Waiheke Island,NZ,1-3--6--,-36.8,175.1,RQ
NZWTG,Waitangi,NZ,1-------,-35.25,174.0833,RL
NZWAG,Wanganui,NZ,1-34----,-39.9333,174.9833,AC
NZWLG,Wellington,NZ,1234----,-41.2667,174.7833,AC
NZWSZ,Westport,NZ,1-34----,-41.7333,171.5833,AC
NZWHN,Whangaparapara,NZ,1-------,-36.2333,175.3833,AC
NZWRE,Whangarei,NZ,1-34----,-35.8333,174.4833,AC
NZWHR,Whangaroa,NZ,1-3-----,-35.0333,173.75,AA
OMMNH,Al Mudayq,OM,1-34----,23.8167,57.5167,RQ
OMSUW,Al-Suwaiq,OM,1-------,23.85,57.4333,AA
OMDQM,Duqm,OM,1-3-----,19.65,57.7,RL
OMFAH,Fahal,OM,1-------,23.6833,58.5,RL
OMMFH,Mina' al Fahl,OM,1-------,23.6333,58.5167,RL
OMSTQ,"Mina Sultan Qaboos, Muscat",OM,1-3-----,23.6167,58.55,RL
OMMCT,Muscat,OM,1--45---,23.6,58.5833,AI
OMMUT,Muthra,OM,1-------,,,QQ
OMOPQ,Port Qaboos,OM,1-------,,,QQ
OMSUL,Port Sultan,OM,1-------,23.6167,58.6333,RQ
OMQAL,Qalhat,OM,1-3-----,22.7,59.3667,RL
OMQUO,Quoin Island,OM,1-------,26.5833,56.5167,RQ
OMRAY,Raysut,OM,1-------,,,QQ
OMSLL,Salalah,OM,1--4----,,,AI
OMSHI,Shinas,OM,1-------,24.7333,56.4667,RL
OMSOH,Sohar,OM,1-------,,,QQ
OMOFC,Sur,OM,1-------,22.65,59.4333,RL
PAAGD,Aguadulce,PA,1-------,,,AI
PAPAM,Almirante,PA,1-------,,,AI
PAACO,Ancon,PA,1-3-----,8.9667,-79.55,RL
PAPBM,BahÃ­a Las Minas,PA,1-------,9.4,-79.8333,RL
PABLB,Balboa,PA,1-------,,,AI
PABAY,Bayano,PA,1-3-----,7.6333,-80.3833,RL
PABCC,Boca Chica,PA,1-3-----,8.2167,-82.2167,RL
PABOC,Bocas del Toro,PA,1-34----,9.3333,-82.2333,RL
PACZZ,CaÃ±azas,PA,1-3--6--,8.1333,-80.7,RL
PACHA,Charco Azul,PA,1-------,,,RQ
PACHG,ChiriquÃ­ Grande,PA,1-3-----,8.95,-82.1167,RL
PACTD,Chitre,PA,1--4----,7.9667,-80.4333,AI
PAONX,ColÃ³n,PA,1-345---,9.35,-79.8667,AI
PACTB,CristÃ³bal,PA,1-------,9.35,-79.9,AI
PAELE,El Real,PA,1--4----,,,AI
PAGBA,Gamboa,PA,1-------,,,RL
PAGTN,Gatun,PA,1-------,,,QQ
PAG8L,Gualaca,PA,1-------,8.5333,-82.3,RL
PAHER,Herrera,PA,1----6--,7.8333,-80.6667,RQ
PAPLP,La Palma,PA,1--4----,,,AI
PAMNP,Las Minas,PA,1-------,,,AI
PAMIT,Manzanillo,PA,123-----,,,AI
PAMEL,Melones,PA,1-------,8.8,-79.6,RL
PAMFS,Miraflores,PA,1-------,,,QQ
PAPTY,"PanamÃ¡, Ciudad de",PA,1-345---,8.9667,-79.5333,AI
PAPAI,Paraiso,PA,1-------,,,QQ
PAPAY,Payardi,PA,1-------,,,QQ
PAPED,Pedregal,PA,1-3-----,8.3667,-82.4333,RL
PAPES,PesÃ©,PA,1-3-----,7.9,-80.6167,RL
PAPBE,Portobelo,PA,1-3-----,9.55,-79.65,RL
PAAML,Puerto Armuelles,PA,1--4----,,,AI
PAPCA,Puerto Caimito,PA,1-3--6--,8.8667,-79.7167,RL
PAGDE,RÃ­o Grande,PA,1-3--6--,7.7167,-81.35,RL
PAROD,Rodman,PA,1-------,8.95,-79.5667,RL
PASCL,Santa Clara,PA,1-3-----,8.3833,-80.1167,RL
PATBG,Taboguilla,PA,1-------,8.8,-79.5,RL
PATOC,Tocumen,PA,1----6--,9.0833,-79.3833,RL
PAVAC,Vacamonte,PA,1-3-----,8.8667,-79.6667,RL
PEANC,AncÃ³n,PE,1-------,-11.7667,-77.1667,RL
PEATI,Atico,PE,1-------,,,QQ
PEPUB,Bayovar,PE,1-------,-5.85,-81.0667,RL
PECAB,Cabo Blanco,PE,1-------,,,AI
PECLL,Callao,PE,1-3-----,-12.05,-77.1333,AI
PECHY,Chancay,PE,123-----,-11.5667,-77.2667,AI
PECHM,Chimbote,PE,1--4----,,,AI
PECON,ConchÃ¡n,PE,1-3--6--,-6.4167,-78.6667,RL
PEEEN,EtÃ©n,PE,1-------,,,AI
PEGSM,General San Martin,PE,1-------,,,AI
PEHCO,Huacho,PE,1-------,,,AI
PEHUY,Huarmey,PE,1-------,,,QQ
PEILQ,Ilo,PE,1-34----,-17.65,-71.3333,AI
PEIQT,Iquitos,PE,1--4----,,,AI
PELPP,La Pampilla,PE,1-------,,,RQ
PELAG,Lagunas,PE,1-------,-5.2167,-75.6667,RQ
PELIM,Lima,PE,1-345---,-12.05,-77.05,AI
PELOB,Lobitos,PE,1-------,,,AI
PELOO,Los Organos,PE,1-------,-4.1833,-81.1167,RL
PESJA,Marcona,PE,12-4----,-15.3667,-75.1667,AI
PEMRI,Matarani,PE,1-------,,,AI
PEMLQ,Mollendo,PE,1--4----,,,AI
PENGS,Negritos,PE,1-------,,,RQ
PEPAC,Pacasmayo,PE,1-------,,,AI
PEPAI,Paita,PE,1-------,,,AI
PEPMC,Pampa Melchorita,PE,1-------,-13.3,-77.7833,RL
PEPAM,Paramonga,PE,1-------,,,RQ
PEPMT,Pimentel,PE,1-------,,,AI
PEPIO,Pisco,PE,1--4----,,,AI
PEPCL,Pucallpa,PE,1--4----,,,AI
PEPCH,Puerto Chicama,PE,1-------,,,AI
PEPEM,Puerto Maldonado,PE,1-34----,-12.5833,-69.2,AI
PEPUN,Puno,PE,1-------,,,AI
PEPLO,Punta Lobitos,PE,1-------,-10.0833,-78.1833,RL
PESVY,Salaverry,PE,1-------,,,AI
PEBAR,San Bartolo,PE,1----6--,-12.3833,-76.7833,RL
PESNX,San Nicolas,PE,1-3-----,-15.2667,-75.2333,AI
PESUP,Supe,PE,1-------,,,AI
PETYL,Talara,PE,1--4----,,,AI
PETDM,Tambo de Mora,PE,1-------,-13.4667,-76.2,RL
PETAG,Tambo Grande,PE,1-3-----,-16.0,-74.0333,RL
PETRU,Trujillo,PE,1--4----,,,AI
PEYMS,Yurimaguas,PE,1--4----,,,AI
PFAHU,Ahurei,PF,1-------,-27.6167,-144.35,RL
PFAUT,Auti,PF,1-------,-22.4833,-151.3333,RL
PFBOB,Bora Bora,PF,1--4----,-16.45,-151.75,AI
PFFAT,Fatu Hiva,PF,1-------,-10.4833,-138.65,RL
PFHHT,Hereheretue,PF,1-------,-19.8667,-145.0,RL
PFIKI,Ikitake,PF,1-------,-17.8333,-140.85,RL
PFMOE,Moerai,PF,1-------,-22.45,-151.35,RL
PFTUP,Niau,PF,1-------,-16.1167,-146.3667,RL
PFNHV,Nuku Hiva,PF,1--4----,-8.8667,-140.1333,AI
PFOTP,Otepa,PF,1-------,-18.1167,-140.9,RL
PFPPT,Papeete,PF,1-345---,-17.5333,-149.5667,AI
PFRFP,Raiatea,PF,1--4----,-16.7333,-151.4667,AI
PFRVV,Raivavae,PF,1-------,-23.8833,-147.6667,RL
PFTAI,Taiohae,PF,1-3-----,-8.9,-140.1,RL
PFUTU,Uturoa,PF,1-------,-16.7333,-151.45,XX
PFVAI,Vaitape,PF,1-------,,,RQ
PGABW,Abau,PG,1--4----,,,AI
PGAHO,Ahioma,PG,1-------,,,RL
PGAIA,Aiambak,PG,1-------,-7.35,141.2667,RL
PGAKI,Akinum,PG,1-------,,,QQ
PGALC,Alcester Island,PG,1-------,-9.5667,152.45,RQ
PGGUR,Alotau,PG,1--4----,,,AI
PGAMI,Amio,PG,1-------,-6.1167,150.75,RL
PGANB,Anewa Bay,PG,1-------,-6.2,155.55,RL
PGBOI,Boigu Island,PG,1-------,-9.2667,142.2167,RQ
PGBOR,Boroko,PG,1---5---,,,AI
PGBUA,Buka,PG,1--4----,,,AI
PGBNA,Buna,PG,1-------,,,QQ
PGCAU,Caution Bay,PG,1-------,-9.3333,146.9333,RL
PGCFG,Conflict Group,PG,1-------,-10.7833,151.8,RQ
PGDAU,Daru,PG,1--4----,,,AI
PGDBL,Deboyne Lagoon,PG,1-------,-10.7833,152.4,RQ
PGFIN,Finschhafen,PG,1--4----,,,AI
PGFUB,Fulleborn,PG,1--4----,,,AI
PGGMI,Gasmata Island,PG,1--4----,,,AI
PGGAW,Gawa Island,PG,1-------,-8.9667,151.9833,RQ
PGGIL,Gilau,PG,1-------,,,QQ
PGGEI,Green Islands,PG,1--4----,,,AI
PGHKN,Hoskins,PG,1--4----,,,AI
PGKAI,Kaibola,PG,1-------,-8.4167,151.1,RL
PGKRK,Kairuku,PG,1-3-----,-8.8333,146.5333,RL
PGKPP,Kakapo,PG,1-------,,,QQ
PGKLO,Kalo,PG,1-------,,,QQ
PGKRX,Karkar Is,PG,1-34----,-4.6333,145.9667,AI
PGKVG,Kavieng,PG,1--4----,,,AI
PGKMA,Kerema,PG,1--4----,,,AI
PGKIE,Kieta,PG,1--4----,,,AI
PGKIM,Kimbe,PG,1-------,,,QQ
PGUNG,Kiunga,PG,1--4----,,,AI
PGKOP,Kopi,PG,1-------,-7.3,144.1833,RL
PGKUL,Kumul,PG,1-----7-,-8.1,144.5667,RL
PGLAE,Lae,PG,1--4----,,,AI
PGLAK,Lakuramau,PG,1-------,-2.8833,151.25,RQ
PGLAM,Lambom Island,PG,1-------,-4.8,152.8333,RQ
PGLLA,Laughlan Atoll,PG,1-------,-9.2833,153.6667,RQ
PGLNV,Lihir Island,PG,1--4----,,,AI
PGLOL,Loloho,PG,1-------,,,QQ
PGLOM,Lombrum,PG,1-------,-2.0333,147.3667,RQ
PGLDT,Londolovit,PG,1-3-----,-3.0667,152.6167,RL
PGLOR,"Lorengau, Manus Island",PG,1-------,,,QQ
PGMAG,Madang,PG,1--4----,-5.2167,145.7833,AI
PGMAM,Manam Island,PG,1-------,,,QQ
PGMIE,Mielelek,PG,1-------,,,QQ
PGMIS,Misima Island,PG,1--4----,,,AI
PGMTK,Motukea Island,PG,1-------,-9.4333,147.1,RL
PGATN,Namatanai,PG,1--4----,,,AI
PGNAP,Napa Napa,PG,1-------,-9.45,147.1167,RQ
PGROR,Orobay,PG,1-------,,,QQ
PGPDO,Pondo Harbour,PG,1-------,-4.5667,151.6167,RL
PGPOM,Port Moresby,PG,1--4----,,,AI
PGRAB,Rabaul,PG,1--4----,,,AI
PGRAM,Rambutyo Island,PG,1-------,,,QQ
PGRNR,Robinson River,PG,1--4----,,,AI
PGRVI,Russel Island,PG,1-------,,,QQ
PGSAI,Saibai,PG,1-------,-9.3833,142.6167,RQ
PGSMU,Salamaua,PG,1-------,,,QQ
PGSQT,Samarai,PG,1--4----,-10.6333,150.6333,AI
PGSCH,Schauten,PG,1-------,,,QQ
PGSPL,Sipul,PG,1-------,,,QQ
PGSOI,Sokar Island,PG,1-------,,,QQ
PGTGL,Tagula,PG,1--4----,,,AI
PGTLW,Talasea,PG,1--4----,,,AI
PGTAM,Tambanum,PG,1-------,-4.2,143.6,RQ
PGTAI,Tambutyo Island,PG,1-------,,,QQ
PGTMI,Tami Island,PG,1-------,-6.7667,147.9,RQ
PGTAU,Taugu Island,PG,1-------,,,QQ
PGTOI,Tolokiwa Island,PG,1-------,,,QQ
PGTFI,Tufi,PG,1--4----,,,AI
PGULA,Ulamona,PG,1-------,-5.0,151.25,RQ
PGVLA,Vailala,PG,1-3-----,-7.95,145.45,RL
PGVAI,Vanimo,PG,1--4----,,,AI
PGWAT,Watabung,PG,1-3-----,-6.0833,145.2167,RL
PGWWK,Wewak,PG,1--4----,,,AI
PGWOK,Woodlark,PG,1-------,,,QQ
PGYEN,Yentchan,PG,1-------,-4.1333,143.25,RL
PGRKU,Yule Island,PG,1--4----,,,AI
PHABU,Abulug,PH,1-------,18.4333,121.45,RL
PHADL,Adlay/Bislig,PH,1-------,,,QQ
PHAHE,Aheron/Ozamis,PH,1-------,,,QQ
PHAJU,Ajuy,PH,1-------,11.1667,123.0333,RQ
PHALA,Alasang/Siain,PH,1-------,,,QQ
PHALB,Albuera,PH,1-------,10.9667,124.6333,RQ
PHALC,Alcoy,PH,1-3-----,9.6833,123.5,RQ
PHALE,Aleran/Ozamis,PH,1-------,,,QQ
PHAMU,Amunitan/Aparri,PH,1-------,18.3167,122.05,RL
PHANA,Anakan/Masao,PH,1-------,,,QQ
PHANT,Antipolo,PH,1-------,,,RQ
PHAPR,"Aparri, Luzon",PH,1-------,,,QQ
PHARA,Aras Asan/Bislig,PH,1-------,8.8833,126.3,RL
PHAST,Astorga,PH,1-------,6.8833,125.45,RQ
PHATI,Atimonan/Siain,PH,1-------,13.9833,121.9,RL
PHBAB,Babato/Dadiangas,PH,1-------,,,QQ
PHBCD,"Bacolod, Negros",PH,1--4----,,,AI
PHBCO,Bacon/Legaspi,PH,1-------,,,QQ
PHBAC,Bacong,PH,1-------,9.2333,123.3,RQ
PHBCU,Baculin/Mati,PH,1-------,,,QQ
PHBGC,Bagac,PH,1-------,,,RQ
PHBNQ,Baganga/Mati,PH,1--4----,,,AI
PHBGI,Bagui Bay/San Fernando,PH,1-------,,,QQ
